panel,cohort_label,coord,n_parquet_cells,qc_status,structural_acceptability,sample_type,has_all_primary_inputs
BT,No-NAC,"[62325,16931]",4365.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[62523,15345]",5673.0,Acceptable,Acceptable,RC,True
BT,No-NAC,"[62840,12094]",6521.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[63038,10508]",4926.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[63158,8882]",4670.0,Acceptable,Acceptable,TURBT,True
BT,No-NAC,"[63276,7178]",6901.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[33727,20101]",5090.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[33925,18396]",4059.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[34044,14906]",6412.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[34044,16611]",4133.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[34188,13412]",1295.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[34716,10069]",4328.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[34754,16070]",5128.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[34758,8285]",5803.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[34913,14325]",4362.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[34956,6501]",6723.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[35150,12620]",6535.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[35313,20220]",4569.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[35388,11034]",3024.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[35393,10625]",6209.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[35512,8960]",8110.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[35630,15025]",2974.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[35789,13519]",1903.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[35948,11801]",1729.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[36210,10191]",9540.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[36340,16308]",6432.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[36384,8404]",6354.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[36538,14484]",4573.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[36582,6699]",3053.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[36740,5034]",6754.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[36776,12818]",6599.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[37058,20338]",1094.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[37137,18634]",5242.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[37296,16929]",5441.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[37415,15263]",2577.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[37573,13638]",4887.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[37732,12012]",8370.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[37970,10228]",5911.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[38085,16466]",3731.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[38089,8563]",6105.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[38243,14682]",6724.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[38326,6818]",3948.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[38446,5153]",5845.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[38481,13017]",5040.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[38724,10784]",6436.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[38763,20537]",5616.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[38843,9118]",5073.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[38921,18673]",8438.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[39159,15422]",8328.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[39278,13717]",2392.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[39397,12131]",4385.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[39714,10426]",7678.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[39733,16568]",2123.0,Unusable,Unusable,RC,True
BT,PURE01,"[39948,14920]",6163.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[39952,8761]",7144.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[40032,7056]",3526.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[40146,13254]",2960.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[40269,5391]",4597.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[40464,11589]",3183.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[40508,10902]",4797.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[40587,20576]",5662.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[40627,9198]",3563.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[40666,18832]",3795.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[40689,17186]",1479.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[40983,15541]",6437.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[41142,13836]",4087.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[41261,12131]",8715.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[41475,16704]",4415.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[41617,8880]",6081.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[41653,15158]",5549.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[41776,7175]",5209.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[41812,13453]",3868.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[41935,5509]",863.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[42089,11787]",3244.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[42213,10784]",2880.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[42371,20695]",6355.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[42450,18951]",5809.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[42569,17246]",6189.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[42609,15580]",2129.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[42886,13955]",3081.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[43005,12290]",6591.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[43160,16982]",3659.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[43203,10664]",5749.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[43283,9038]",8142.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[43318,15356]",4539.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[43521,7373]",5511.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[43556,13651]",3726.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[43834,12164]",2209.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[43878,11061]",7176.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[43957,9356]",7486.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[44076,20854]",2961.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[44155,19109]",8667.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[44274,17365]",6926.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[44353,15739]",8486.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[44512,14034]",4149.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[44670,12369]",5779.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[44884,17160]",2809.0,Unusable,Unusable,RC,True
BT,PURE01,"[45027,9157]",6029.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[45261,13849]",6127.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[45340,12045]",2630.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[45407,6040]",3222.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[45583,11180]",6612.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[45662,9475]",6013.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[45781,20894]",9220.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[45860,19268]",6930.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[46019,17523]",8939.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[46177,15898]",5398.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[46217,14153]",5221.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[46442,12411]",2363.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[46510,17358]",4649.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[46728,15752]",4648.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[46772,9395]",6780.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[46930,7770]",2672.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[46966,14048]",5273.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[47010,6223]",4487.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[47085,12442]",4760.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[47288,11220]",9219.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[47300,9458]",7182.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[47565,20973]",4303.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[47684,19308]",5449.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[47763,17563]",1791.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[47922,16096]",4839.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[48041,14470]",6225.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[48239,12686]",6675.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[48279,10981]",2442.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[48433,15733]",1984.0,Unusable,Unusable,RC,True
BT,PURE01,"[48516,9435]",5458.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[48715,7928]",5336.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[48794,6342]",3746.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[48889,12600]",5438.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[48993,11299]",6520.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[49033,9713]",6392.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[49310,21012]",5442.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[49349,19347]",5854.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[49468,17880]",2329.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[49666,16175]",10027.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[49785,14589]",8051.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[49904,12964]",4630.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[50023,11298]",10673.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[50138,16070]",5305.0,Acceptable,Acceptable,RC,True
BT,PURE01,"[50261,7968]",1650.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[50261,9633]",4810.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[50499,6382]",5433.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[50574,12779]",5291.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[51106,19414]",2461.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[51411,16374]",7206.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[51570,14708]",5409.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[51688,13043]",5472.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[51768,11378]",6630.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[51966,9752]",1535.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[52164,8010]",6894.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[52243,6535]",3587.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[52561,21330]",4959.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[52759,19664]",6930.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[53116,16532]",9829.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[53274,14827]",5081.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[53433,13202]",7169.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[53552,11576]",7819.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[53671,9871]",4244.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[53869,8325]",5706.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[54464,21488]",5613.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[54543,19823]",9005.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[54702,18197]",7296.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[54860,16532]",4359.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[55059,14946]",4575.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[55178,13320]",5142.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[55336,11814]",2934.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[55416,10030]",5374.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[56208,19942]",7307.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[56526,16691]",7642.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[56724,15065]",5615.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[56992,13249]",3088.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[57002,12052]",3114.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[57200,10228]",5180.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[57477,6977]",8914.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[57834,21845]",7684.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[57913,20140]",6693.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[58072,18515]",11309.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[58270,16810]",5555.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[58548,13558]",3641.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[58558,15172]",3365.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[58865,10386]",4257.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[59048,8813]",2811.0,Unusable,Unusable,TURBT,True
BT,PURE01,"[59301,7254]",8147.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[59618,21885]",7062.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[59698,20259]",5445.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[59896,18634]",10948.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[60094,16968]",5205.0,Borderline,Borderline,TURBT,True
BT,PURE01,"[60332,13836]",5862.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[60649,10704]",5370.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[60979,9113]",1940.0,Acceptable,Acceptable,TURBT,True
BT,PURE01,"[61085,7413]",8182.0,Acceptable,Acceptable,TURBT,True
