entity_id,branch,panel,cohort_label,sample_type,coord,qc_status,has_all_primary_inputs,n_parquet_cells,tissue_class,adjusted_area_percent
"BLASST|AR|[52352,15495]",BLASST,AR,BLASST,TURBT,"[52352,15495]",Missing QC,True,9370.0,Stroma,44.63347510632975
"BLASST|AR|[52357,17250]",BLASST,AR,BLASST,TURBT,"[52357,17250]",Missing QC,True,13060.0,Stroma,93.41875961045618
"BLASST|AR|[52406,8915]",BLASST,AR,BLASST,TURBT,"[52406,8915]",Missing QC,True,14850.0,Stroma,86.07778237484484
"BLASST|AR|[52471,10856]",BLASST,AR,BLASST,TURBT,"[52471,10856]",Missing QC,True,13895.0,Stroma,22.86
"BLASST|AR|[52483,15986]",BLASST,AR,BLASST,TURBT,"[52483,15986]",Missing QC,True,14230.0,Stroma,96.73706335702131
"BLASST|AR|[52540,16958]",BLASST,AR,BLASST,TURBT,"[52540,16958]",Missing QC,True,17120.0,Stroma,78.90257334534896
"BLASST|AR|[52557,14123]",BLASST,AR,BLASST,TURBT,"[52557,14123]",Missing QC,True,11090.0,Stroma,53.39046598821639
"BLASST|AR|[52924,21074]",BLASST,AR,BLASST,TURBT,"[52924,21074]",Missing QC,True,17995.0,Stroma,98.56785177766649
"BLASST|AR|[53095,13753]",BLASST,AR,BLASST,TURBT,"[53095,13753]",Missing QC,True,19275.0,Stroma,73.57150106566527
"BLASST|AR|[53171,12157]",BLASST,AR,BLASST,TURBT,"[53171,12157]",Missing QC,True,9020.0,Stroma,11.259160559626915
"BLASST|AR|[53202,13513]",BLASST,AR,BLASST,TURBT,"[53202,13513]",Missing QC,True,20125.0,Stroma,86.15754283326369
"BLASST|AR|[53208,13456]",BLASST,AR,BLASST,TURBT,"[53208,13456]",Missing QC,True,10135.0,Stroma,74.21875
"BLASST|AR|[53217,11865]",BLASST,AR,BLASST,TURBT,"[53217,11865]",Missing QC,True,19840.0,Stroma,86.73780487804879
"BLASST|AR|[53350,13221]",BLASST,AR,BLASST,TURBT,"[53350,13221]",Missing QC,True,9575.0,Stroma,33.747032160587096
"BLASST|AR|[53375,15047]",BLASST,AR,BLASST,TURBT,"[53375,15047]",Missing QC,True,13660.0,Stroma,68.41569026999491
"BLASST|AR|[53435,16085]",BLASST,AR,BLASST,TURBT,"[53435,16085]",Missing QC,True,9970.0,Stroma,56.21910622415011
"BLASST|AR|[53502,14601]",BLASST,AR,BLASST,TURBT,"[53502,14601]",Missing QC,True,11780.0,Stroma,37.066960460276654
"BLASST|AR|[53569,14256]",BLASST,AR,BLASST,TURBT,"[53569,14256]",Missing QC,True,9750.0,Stroma,38.98873971416197
"BLASST|AR|[53606,12834]",BLASST,AR,BLASST,TURBT,"[53606,12834]",Missing QC,True,15890.0,Stroma,85.45270612038442
"BLASST|AR|[53796,8615]",BLASST,AR,BLASST,TURBT,"[53796,8615]",Missing QC,True,13585.0,Stroma,65.66497461928935
"BLASST|AR|[53868,11258]",BLASST,AR,BLASST,TURBT,"[53868,11258]",Missing QC,True,12675.0,Stroma,34.3183207662523
"BLASST|AR|[53868,11758]",BLASST,AR,BLASST,TURBT,"[53868,11758]",Missing QC,True,9705.0,Stroma,49.392575928008995
"BLASST|AR|[53965,17371]",BLASST,AR,BLASST,TURBT,"[53965,17371]",Missing QC,True,14455.0,Stroma,53.04853590052146
"BLASST|AR|[53992,13799]",BLASST,AR,BLASST,TURBT,"[53992,13799]",Missing QC,True,14445.0,Stroma,65.71486431753748
"BLASST|AR|[54255,11359]",BLASST,AR,BLASST,TURBT,"[54255,11359]",Missing QC,True,12600.0,Stroma,98.70493524676235
"BLASST|AR|[54285,15349]",BLASST,AR,BLASST,TURBT,"[54285,15349]",Missing QC,True,11920.0,Stroma,65.66368119150648
"BLASST|AR|[54302,15099]",BLASST,AR,BLASST,TURBT,"[54302,15099]",Missing QC,True,12450.0,Stroma,66.1543098251959
"BLASST|AR|[54314,11186]",BLASST,AR,BLASST,TURBT,"[54314,11186]",Missing QC,True,10720.0,Stroma,65.06024096385542
"BLASST|AR|[54476,13040]",BLASST,AR,BLASST,TURBT,"[54476,13040]",Missing QC,True,14460.0,Stroma,99.49265687583446
"BLASST|AR|[54642,19604]",BLASST,AR,BLASST,TURBT,"[54642,19604]",Missing QC,True,14465.0,Stroma,98.47382251869819
"BLASST|AR|[54694,12120]",BLASST,AR,BLASST,TURBT,"[54694,12120]",Missing QC,True,15480.0,Stroma,98.05845731771656
"BLASST|AR|[54694,6713]",BLASST,AR,BLASST,TURBT,"[54694,6713]",Missing QC,True,11950.0,Stroma,87.17917821424267
"BLASST|AR|[54712,15215]",BLASST,AR,BLASST,TURBT,"[54712,15215]",Missing QC,True,14735.0,Stroma,60.92780137210061
"BLASST|AR|[54713,11620]",BLASST,AR,BLASST,TURBT,"[54713,11620]",Missing QC,True,7980.0,Stroma,90.5111633372503
"BLASST|AR|[54829,16596]",BLASST,AR,BLASST,TURBT,"[54829,16596]",Missing QC,True,15870.0,Stroma,73.82564102564102
"BLASST|AR|[54829,17096]",BLASST,AR,BLASST,TURBT,"[54829,17096]",Missing QC,True,14420.0,Stroma,89.11379129522811
"BLASST|AR|[54953,15561]",BLASST,AR,BLASST,TURBT,"[54953,15561]",Missing QC,True,17805.0,Stroma,61.2705740666399
"BLASST|AR|[55001,9811]",BLASST,AR,BLASST,TURBT,"[55001,9811]",Missing QC,True,13880.0,Stroma,97.64397905759162
"BLASST|AR|[55397,16635]",BLASST,AR,BLASST,TURBT,"[55397,16635]",Missing QC,True,9290.0,Stroma,27.036672409549595
"BLASST|AR|[55418,14364]",BLASST,AR,BLASST,TURBT,"[55418,14364]",Missing QC,True,16220.0,Stroma,54.777262648659544
"BLASST|AR|[55603,18596]",BLASST,AR,BLASST,TURBT,"[55603,18596]",Missing QC,True,11625.0,Stroma,19.49754779301371
"BLASST|AR|[55663,21393]",BLASST,AR,BLASST,TURBT,"[55663,21393]",Missing QC,True,20695.0,Stroma,99.77997799779979
"BLASST|AR|[55777,21103]",BLASST,AR,BLASST,TURBT,"[55777,21103]",Missing QC,True,13250.0,Stroma,66.5725806451613
"BLASST|AR|[55962,13704]",BLASST,AR,BLASST,TURBT,"[55962,13704]",Missing QC,True,16905.0,Stroma,99.65959150981176
"BLASST|AR|[55986,15315]",BLASST,AR,BLASST,TURBT,"[55986,15315]",Missing QC,True,15670.0,Stroma,88.00629590766
"BLASST|AR|[56007,16280]",BLASST,AR,BLASST,TURBT,"[56007,16280]",Missing QC,True,9845.0,Stroma,73.97931409907457
"BLASST|AR|[56151,12827]",BLASST,AR,BLASST,TURBT,"[56151,12827]",Missing QC,True,12520.0,Stroma,11.95
"BLASST|AR|[56289,15780]",BLASST,AR,BLASST,TURBT,"[56289,15780]",Missing QC,True,11820.0,Stroma,65.16173276945938
"BLASST|AR|[56394,15686]",BLASST,AR,BLASST,TURBT,"[56394,15686]",Missing QC,True,14685.0,Stroma,99.65892837495873
"BLASST|AR|[56394,16883]",BLASST,AR,BLASST,TURBT,"[56394,16883]",Missing QC,True,18475.0,Stroma,98.60953754248636
"BLASST|AR|[56759,11669]",BLASST,AR,BLASST,TURBT,"[56759,11669]",Missing QC,True,16545.0,Stroma,92.47486544125114
"BLASST|AR|[57085,14640]",BLASST,AR,BLASST,TURBT,"[57085,14640]",Missing QC,True,14375.0,Stroma,71.71645569620252
"BLASST|AR|[57402,10824]",BLASST,AR,BLASST,TURBT,"[57402,10824]",Missing QC,True,12965.0,Stroma,77.96987160044485
"BLASST|AR|[57427,19978]",BLASST,AR,BLASST,TURBT,"[57427,19978]",Missing QC,True,10625.0,Stroma,95.98017621145374
"BLASST|AR|[57635,11179]",BLASST,AR,BLASST,TURBT,"[57635,11179]",Missing QC,True,15170.0,Stroma,47.48
"BLASST|AR|[57659,10500]",BLASST,AR,BLASST,TURBT,"[57659,10500]",Missing QC,True,17545.0,Stroma,87.52378091518975
"BLASST|AR|[57714,10978]",BLASST,AR,BLASST,TURBT,"[57714,10978]",Missing QC,True,12440.0,Stroma,45.606651611578734
"BLASST|AR|[58027,11853]",BLASST,AR,BLASST,TURBT,"[58027,11853]",Missing QC,True,12710.0,Stroma,73.29677283273571
"BLASST|AR|[58408,10690]",BLASST,AR,BLASST,TURBT,"[58408,10690]",Missing QC,True,15090.0,Stroma,97.23698193411265
"BLASST|AR|[58460,11528]",BLASST,AR,BLASST,TURBT,"[58460,11528]",Missing QC,True,11685.0,Stroma,53.50785340314136
"BLASST|AR|[58473,14829]",BLASST,AR,BLASST,TURBT,"[58473,14829]",Missing QC,True,11265.0,Stroma,77.08039492242595
"BLASST|AR|[58584,13064]",BLASST,AR,BLASST,TURBT,"[58584,13064]",Missing QC,True,18415.0,Stroma,18.287314925970385
"BLASST|AR|[58604,16958]",BLASST,AR,BLASST,TURBT,"[58604,16958]",Missing QC,True,10195.0,Stroma,29.64034725093014
"BLASST|AR|[58777,8817]",BLASST,AR,BLASST,TURBT,"[58777,8817]",Missing QC,True,10160.0,Stroma,78.70960769480169
"BLASST|AR|[58929,16876]",BLASST,AR,BLASST,TURBT,"[58929,16876]",Missing QC,True,8685.0,Stroma,71.42857142857143
"BLASST|AR|[59456,15966]",BLASST,AR,BLASST,TURBT,"[59456,15966]",Missing QC,True,13375.0,Stroma,94.0014479263626
"BLASST|AR|[59541,12376]",BLASST,AR,BLASST,TURBT,"[59541,12376]",Missing QC,True,16900.0,Stroma,99.11728896103895
"BLASST|AR|[59615,14955]",BLASST,AR,BLASST,TURBT,"[59615,14955]",Missing QC,True,11270.0,Stroma,55.12157553086148
"BLASST|AR|[59843,12799]",BLASST,AR,BLASST,TURBT,"[59843,12799]",Missing QC,True,12905.0,Stroma,13.61
"BLASST|AR|[59921,9783]",BLASST,AR,BLASST,TURBT,"[59921,9783]",Missing QC,True,15650.0,Stroma,73.50907086298486
"BLASST|AR|[59997,15084]",BLASST,AR,BLASST,TURBT,"[59997,15084]",Missing QC,True,15590.0,Stroma,56.691338267653535
"BLASST|AR|[60195,8544]",BLASST,AR,BLASST,TURBT,"[60195,8544]",Missing QC,True,20990.0,Stroma,75.54792445207555
"BLASST|AR|[60226,8475]",BLASST,AR,BLASST,TURBT,"[60226,8475]",Missing QC,True,15520.0,Stroma,80.14220939818632
"BLASST|AR|[60572,17470]",BLASST,AR,BLASST,TURBT,"[60572,17470]",Missing QC,True,13900.0,Stroma,99.59891598915989
"BLASST|AR|[60646,9050]",BLASST,AR,BLASST,TURBT,"[60646,9050]",Missing QC,True,12775.0,Stroma,70.77017615731258
"BLASST|AR|[60735,12978]",BLASST,AR,BLASST,TURBT,"[60735,12978]",Missing QC,True,14810.0,Stroma,79.00900900900902
"BLASST|AR|[61795,9226]",BLASST,AR,BLASST,TURBT,"[61795,9226]",Missing QC,True,16330.0,Stroma,89.86128110975113
"BLASST|AR|[61864,9055]",BLASST,AR,BLASST,TURBT,"[61864,9055]",Missing QC,True,14035.0,Stroma,89.34715247355486
"BLASST|AR|[63721,10438]",BLASST,AR,BLASST,TURBT,"[63721,10438]",Missing QC,True,14320.0,Stroma,22.57
"BLASST|AR|[36125,8782]",BLASST,AR,BLASST,RC,"[36125,8782]",Missing QC,True,9025.0,Epi,37.98188329471245
"BLASST|AR|[37250,14499]",BLASST,AR,BLASST,RC,"[37250,14499]",Missing QC,True,8825.0,Epi,31.06595675323264
"BLASST|AR|[37496,10730]",BLASST,AR,BLASST,RC,"[37496,10730]",Missing QC,True,10485.0,Epi,32.46686530360628
"BLASST|AR|[39451,15543]",BLASST,AR,BLASST,RC,"[39451,15543]",Missing QC,True,11755.0,Epi,46.32204649187984
"BLASST|AR|[39902,17798]",BLASST,AR,BLASST,RC,"[39902,17798]",Missing QC,True,15645.0,Epi,27.458518818292188
"BLASST|AR|[40219,15704]",BLASST,AR,BLASST,RC,"[40219,15704]",Missing QC,True,7730.0,Epi,3.3812670034978627
"BLASST|AR|[40516,8336]",BLASST,AR,BLASST,RC,"[40516,8336]",Missing QC,True,12730.0,Epi,30.73115396514386
"BLASST|AR|[40836,11258]",BLASST,AR,BLASST,RC,"[40836,11258]",Missing QC,True,11565.0,Epi,36.96614181331687
"BLASST|AR|[40992,11575]",BLASST,AR,BLASST,RC,"[40992,11575]",Missing QC,True,8960.0,Epi,32.034270191202594
"BLASST|AR|[41106,20154]",BLASST,AR,BLASST,RC,"[41106,20154]",Missing QC,True,5230.0,Epi,6.355992589425681
"BLASST|AR|[41119,20372]",BLASST,AR,BLASST,RC,"[41119,20372]",Missing QC,True,6070.0,Epi,24.172440338722094
"BLASST|AR|[41146,10985]",BLASST,AR,BLASST,RC,"[41146,10985]",Missing QC,True,12960.0,Epi,6.324949591425237
"BLASST|AR|[41270,17247]",BLASST,AR,BLASST,RC,"[41270,17247]",Missing QC,True,4575.0,Epi,0.03857280617164899
"BLASST|AR|[41277,19260]",BLASST,AR,BLASST,RC,"[41277,19260]",Missing QC,True,9750.0,Epi,70.44299201161947
"BLASST|AR|[41421,15914]",BLASST,AR,BLASST,RC,"[41421,15914]",Missing QC,True,7420.0,Epi,14.346176298890835
"BLASST|AR|[41433,15627]",BLASST,AR,BLASST,RC,"[41433,15627]",Missing QC,True,11020.0,Epi,46.59969864389754
"BLASST|AR|[41832,20125]",BLASST,AR,BLASST,RC,"[41832,20125]",Missing QC,True,5300.0,Epi,3.3652601604970234
"BLASST|AR|[41847,13560]",BLASST,AR,BLASST,RC,"[41847,13560]",Missing QC,True,8535.0,Epi,0.5579171094580234
"BLASST|AR|[42469,21854]",BLASST,AR,BLASST,RC,"[42469,21854]",Missing QC,True,10400.0,Epi,6.644689399402493
"BLASST|AR|[42486,16707]",BLASST,AR,BLASST,RC,"[42486,16707]",Missing QC,True,5595.0,Epi,13.091309130913091
"BLASST|AR|[42494,16090]",BLASST,AR,BLASST,RC,"[42494,16090]",Missing QC,True,10105.0,Epi,5.3573602824789965
"BLASST|AR|[42779,15198]",BLASST,AR,BLASST,RC,"[42779,15198]",Missing QC,True,10360.0,Epi,8.10727812468011
"BLASST|AR|[42923,9211]",BLASST,AR,BLASST,RC,"[42923,9211]",Missing QC,True,4840.0,Epi,1.6384683882457702
"BLASST|AR|[42982,7048]",BLASST,AR,BLASST,RC,"[42982,7048]",Missing QC,True,10770.0,Epi,68.51055316594977
"BLASST|AR|[43247,21346]",BLASST,AR,BLASST,RC,"[43247,21346]",Missing QC,True,10530.0,Epi,3.719555691429736
"BLASST|AR|[43418,17778]",BLASST,AR,BLASST,RC,"[43418,17778]",Missing QC,True,10790.0,Epi,0.705855126128211
"BLASST|AR|[43458,15027]",BLASST,AR,BLASST,RC,"[43458,15027]",Missing QC,True,3915.0,Epi,1.3733119707026777
"BLASST|AR|[43520,13904]",BLASST,AR,BLASST,RC,"[43520,13904]",Missing QC,True,12350.0,Epi,0.7756172165173695
"BLASST|AR|[43527,16440]",BLASST,AR,BLASST,RC,"[43527,16440]",Missing QC,True,7850.0,Epi,19.453576691985038
"BLASST|AR|[43681,12165]",BLASST,AR,BLASST,RC,"[43681,12165]",Missing QC,True,12450.0,Epi,27.068723702664798
"BLASST|AR|[43760,13989]",BLASST,AR,BLASST,RC,"[43760,13989]",Missing QC,True,8915.0,Epi,6.507666098807496
"BLASST|AR|[43763,8383]",BLASST,AR,BLASST,RC,"[43763,8383]",Missing QC,True,8655.0,Epi,7.036567078094359
"BLASST|AR|[43854,17314]",BLASST,AR,BLASST,RC,"[43854,17314]",Missing QC,True,12885.0,Epi,45.40237555051382
"BLASST|AR|[43916,20846]",BLASST,AR,BLASST,RC,"[43916,20846]",Missing QC,True,7840.0,Epi,1.9818913480885312
"BLASST|AR|[43991,17582]",BLASST,AR,BLASST,RC,"[43991,17582]",Missing QC,True,12745.0,Epi,58.88319775032641
"BLASST|AR|[44070,10891]",BLASST,AR,BLASST,RC,"[44070,10891]",Missing QC,True,7420.0,Epi,1.259301659988552
"BLASST|AR|[44127,8864]",BLASST,AR,BLASST,RC,"[44127,8864]",Missing QC,True,8600.0,Epi,42.65659895777943
"BLASST|AR|[44345,23160]",BLASST,AR,BLASST,RC,"[44345,23160]",Missing QC,True,5215.0,Epi,1.3028895768833848
"BLASST|AR|[44704,8358]",BLASST,AR,BLASST,RC,"[44704,8358]",Missing QC,True,11690.0,Epi,1.9363030367156913
"BLASST|AR|[44769,7858]",BLASST,AR,BLASST,RC,"[44769,7858]",Missing QC,True,14640.0,Epi,9.401623734589558
"BLASST|AR|[45096,10594]",BLASST,AR,BLASST,RC,"[45096,10594]",Missing QC,True,11315.0,Epi,17.90411540093339
"BLASST|AR|[45123,13307]",BLASST,AR,BLASST,RC,"[45123,13307]",Missing QC,True,3825.0,Epi,4.422504733567758
"BLASST|AR|[45140,9598]",BLASST,AR,BLASST,RC,"[45140,9598]",Missing QC,True,10010.0,Epi,43.400265008663744
"BLASST|AR|[45304,22062]",BLASST,AR,BLASST,RC,"[45304,22062]",Missing QC,True,8065.0,Epi,1.4239320509617786
"BLASST|AR|[45311,14794]",BLASST,AR,BLASST,RC,"[45311,14794]",Missing QC,True,16460.0,Epi,11.922447437995721
"BLASST|AR|[45391,15015]",BLASST,AR,BLASST,RC,"[45391,15015]",Missing QC,True,11525.0,Epi,38.26838087585376
"BLASST|AR|[45787,20338]",BLASST,AR,BLASST,RC,"[45787,20338]",Missing QC,True,8335.0,Epi,1.6903819407296459
"BLASST|AR|[45990,13981]",BLASST,AR,BLASST,RC,"[45990,13981]",Missing QC,True,8125.0,Epi,10.008410428931874
"BLASST|AR|[46246,14987]",BLASST,AR,BLASST,RC,"[46246,14987]",Missing QC,True,12505.0,Epi,54.32911392405063
"BLASST|AR|[46256,7576]",BLASST,AR,BLASST,RC,"[46256,7576]",Missing QC,True,5340.0,Epi,8.178545716342692
"BLASST|AR|[46320,6991]",BLASST,AR,BLASST,RC,"[46320,6991]",Missing QC,True,14940.0,Epi,0.29011604641856736
"BLASST|AR|[46370,12120]",BLASST,AR,BLASST,RC,"[46370,12120]",Missing QC,True,9820.0,Epi,2.0745947171522503
"BLASST|AR|[46593,13245]",BLASST,AR,BLASST,RC,"[46593,13245]",Missing QC,True,11665.0,Epi,0.43818466353677615
"BLASST|AR|[47036,6046]",BLASST,AR,BLASST,RC,"[47036,6046]",Missing QC,True,13445.0,Epi,18.70546914199699
"BLASST|AR|[47143,15228]",BLASST,AR,BLASST,RC,"[47143,15228]",Missing QC,True,9445.0,Epi,61.41304347826086
"BLASST|AR|[47155,21193]",BLASST,AR,BLASST,RC,"[47155,21193]",Missing QC,True,9335.0,Epi,1.5476571672537092
"BLASST|AR|[47309,17287]",BLASST,AR,BLASST,RC,"[47309,17287]",Missing QC,True,8720.0,Epi,7.422852376980818
"BLASST|AR|[47316,11389]",BLASST,AR,BLASST,RC,"[47316,11389]",Missing QC,True,9955.0,Epi,15.106689357245715
"BLASST|AR|[47344,11590]",BLASST,AR,BLASST,RC,"[47344,11590]",Missing QC,True,7780.0,Epi,46.70931367234089
"BLASST|AR|[47440,12165]",BLASST,AR,BLASST,RC,"[47440,12165]",Missing QC,True,10235.0,Epi,54.41635612851244
"BLASST|AR|[47599,7268]",BLASST,AR,BLASST,RC,"[47599,7268]",Missing QC,True,10630.0,Epi,79.91397419225768
"BLASST|AR|[47690,11962]",BLASST,AR,BLASST,RC,"[47690,11962]",Missing QC,True,9575.0,Epi,0.7176520994001714
"BLASST|AR|[47705,5546]",BLASST,AR,BLASST,RC,"[47705,5546]",Missing QC,True,11815.0,Epi,4.759907737471168
"BLASST|AR|[48020,9838]",BLASST,AR,BLASST,RC,"[48020,9838]",Missing QC,True,10225.0,Epi,76.36673688434146
"BLASST|AR|[48141,20677]",BLASST,AR,BLASST,RC,"[48141,20677]",Missing QC,True,9085.0,Epi,3.082009171376773
"BLASST|AR|[48211,19480]",BLASST,AR,BLASST,RC,"[48211,19480]",Missing QC,True,6120.0,Epi,7.795772714795497
"BLASST|AR|[48298,19126]",BLASST,AR,BLASST,RC,"[48298,19126]",Missing QC,True,6185.0,Epi,20.229885057471268
"BLASST|AR|[48352,12314]",BLASST,AR,BLASST,RC,"[48352,12314]",Missing QC,True,10205.0,Epi,16.308641975308642
"BLASST|AR|[48374,5486]",BLASST,AR,BLASST,RC,"[48374,5486]",Missing QC,True,13065.0,Epi,0.02030869212022746
"BLASST|AR|[48474,19245]",BLASST,AR,BLASST,RC,"[48474,19245]",Missing QC,True,3420.0,Epi,8.709338929695699
"BLASST|AR|[48483,5142]",BLASST,AR,BLASST,RC,"[48483,5142]",Missing QC,True,11045.0,Epi,13.457024701017101
"BLASST|AR|[48615,9337]",BLASST,AR,BLASST,RC,"[48615,9337]",Missing QC,True,14360.0,Epi,20.816542948038176
"BLASST|AR|[48870,7434]",BLASST,AR,BLASST,RC,"[48870,7434]",Missing QC,True,4625.0,Epi,1.0775862068965518
"BLASST|AR|[48877,13597]",BLASST,AR,BLASST,RC,"[48877,13597]",Missing QC,True,4220.0,Epi,0.49680624556423003
"BLASST|AR|[48882,8594]",BLASST,AR,BLASST,RC,"[48882,8594]",Missing QC,True,12025.0,Epi,28.519083969465647
"BLASST|AR|[49039,20315]",BLASST,AR,BLASST,RC,"[49039,20315]",Missing QC,True,8630.0,Epi,0.2433438305181792
"BLASST|AR|[49098,14425]",BLASST,AR,BLASST,RC,"[49098,14425]",Missing QC,True,3175.0,Epi,5.761024182076813
"BLASST|AR|[49162,19168]",BLASST,AR,BLASST,RC,"[49162,19168]",Missing QC,True,9945.0,Epi,5.050505050505051
"BLASST|AR|[49512,19334]",BLASST,AR,BLASST,RC,"[49512,19334]",Missing QC,True,9480.0,Epi,11.021837659662134
"BLASST|AR|[49579,8170]",BLASST,AR,BLASST,RC,"[49579,8170]",Missing QC,True,9220.0,Epi,1.9490802777439398
"BLASST|AR|[49762,12021]",BLASST,AR,BLASST,RC,"[49762,12021]",Missing QC,True,2850.0,Epi,0.3883051621745089
"BLASST|AR|[50062,12227]",BLASST,AR,BLASST,RC,"[50062,12227]",Missing QC,True,6355.0,Epi,9.932221063607924
"BLASST|AR|[50117,11407]",BLASST,AR,BLASST,RC,"[50117,11407]",Missing QC,True,6980.0,Epi,5.693820565739954
"BLASST|AR|[50193,13305]",BLASST,AR,BLASST,RC,"[50193,13305]",Missing QC,True,3460.0,Epi,2.2048015678588926
"BLASST|AR|[50528,19292]",BLASST,AR,BLASST,RC,"[50528,19292]",Missing QC,True,9495.0,Epi,2.604220277920741
"BLASST|AR|[50577,10376]",BLASST,AR,BLASST,RC,"[50577,10376]",Missing QC,True,7875.0,Epi,7.651778230152077
"BLASST|AR|[50674,17508]",BLASST,AR,BLASST,RC,"[50674,17508]",Missing QC,True,6595.0,Epi,0.7054673721340389
"BLASST|AR|[50743,10527]",BLASST,AR,BLASST,RC,"[50743,10527]",Missing QC,True,11310.0,Epi,26.267986529237678
"BLASST|AR|[50833,21108]",BLASST,AR,BLASST,RC,"[50833,21108]",Missing QC,True,5650.0,Epi,1.6675729563168389
"BLASST|AR|[50867,10435]",BLASST,AR,BLASST,RC,"[50867,10435]",Missing QC,True,4290.0,Epi,0.22135416666666669
"BLASST|AR|[51120,11587]",BLASST,AR,BLASST,RC,"[51120,11587]",Missing QC,True,7290.0,Epi,22.803509941130734
"BLASST|AR|[51187,8460]",BLASST,AR,BLASST,RC,"[51187,8460]",Missing QC,True,9635.0,Epi,8.617496459309294
"BLASST|AR|[51229,19032]",BLASST,AR,BLASST,RC,"[51229,19032]",Missing QC,True,14230.0,Epi,2.796309439318666
"BLASST|AR|[51239,17059]",BLASST,AR,BLASST,RC,"[51239,17059]",Missing QC,True,10890.0,Epi,6.461409571682899
"BLASST|AR|[51524,11927]",BLASST,AR,BLASST,RC,"[51524,11927]",Missing QC,True,7985.0,Epi,2.0448472173812013
"BLASST|AR|[51601,9508]",BLASST,AR,BLASST,RC,"[51601,9508]",Missing QC,True,12410.0,Epi,15.097636176772868
"BLASST|AR|[51608,9788]",BLASST,AR,BLASST,RC,"[51608,9788]",Missing QC,True,3765.0,Epi,1.1369173298684425
"BLASST|AR|[51631,11253]",BLASST,AR,BLASST,RC,"[51631,11253]",Missing QC,True,12285.0,Epi,9.179600886917958
"BLASST|AR|[51636,17391]",BLASST,AR,BLASST,RC,"[51636,17391]",Missing QC,True,7175.0,Epi,19.8972275334608
"BLASST|AR|[51643,10569]",BLASST,AR,BLASST,RC,"[51643,10569]",Missing QC,True,4185.0,Epi,0.25700334104343353
"BLASST|AR|[51700,14851]",BLASST,AR,BLASST,RC,"[51700,14851]",Missing QC,True,11155.0,Epi,2.077678012111088
"BLASST|AR|[51824,7533]",BLASST,AR,BLASST,RC,"[51824,7533]",Missing QC,True,8480.0,Epi,1.7456947393253126
"BLASST|AR|[51906,16209]",BLASST,AR,BLASST,RC,"[51906,16209]",Missing QC,True,13585.0,Epi,18.069505825632785
"BLASST|AR|[52067,18987]",BLASST,AR,BLASST,RC,"[52067,18987]",Missing QC,True,8495.0,Epi,4.774305555555555
"BLASST|AR|[52097,14544]",BLASST,AR,BLASST,RC,"[52097,14544]",Missing QC,True,12770.0,Epi,15.962914441197219
"BLASST|AR|[52161,16556]",BLASST,AR,BLASST,RC,"[52161,16556]",Missing QC,True,6285.0,Epi,5.855086606489388
"BLASST|AR|[52233,19133]",BLASST,AR,BLASST,RC,"[52233,19133]",Missing QC,True,10560.0,Epi,1.40965399401965
"BLASST|AR|[52317,12950]",BLASST,AR,BLASST,RC,"[52317,12950]",Missing QC,True,6735.0,Epi,1.7613903240958197
"BLASST|AR|[52835,11444]",BLASST,AR,BLASST,RC,"[52835,11444]",Missing QC,True,11225.0,Epi,35.36646839399133
"BLASST|AR|[52979,7977]",BLASST,AR,BLASST,RC,"[52979,7977]",Missing QC,True,8540.0,Epi,8.586900464156782
"BLASST|AR|[53135,18501]",BLASST,AR,BLASST,RC,"[53135,18501]",Missing QC,True,5840.0,Epi,12.099522835719155
"BLASST|AR|[53137,12693]",BLASST,AR,BLASST,RC,"[53137,12693]",Missing QC,True,11595.0,Epi,46.77670507630021
"BLASST|AR|[53172,17039]",BLASST,AR,BLASST,RC,"[53172,17039]",Missing QC,True,6540.0,Epi,2.813494589433482
"BLASST|AR|[53266,17812]",BLASST,AR,BLASST,RC,"[53266,17812]",Missing QC,True,3600.0,Epi,10.695109563198375
"BLASST|AR|[53336,22236]",BLASST,AR,BLASST,RC,"[53336,22236]",Missing QC,True,13595.0,Epi,10.666666666666666
"BLASST|AR|[53348,9122]",BLASST,AR,BLASST,RC,"[53348,9122]",Missing QC,True,6395.0,Epi,3.0295283139460563
"BLASST|AR|[53373,20479]",BLASST,AR,BLASST,RC,"[53373,20479]",Missing QC,True,7185.0,Epi,85.89330880662222
"BLASST|AR|[53390,14529]",BLASST,AR,BLASST,RC,"[53390,14529]",Missing QC,True,11095.0,Epi,1.9232882734366414
"BLASST|AR|[53564,12559]",BLASST,AR,BLASST,RC,"[53564,12559]",Missing QC,True,9085.0,Epi,12.66674267472352
"BLASST|AR|[53717,12309]",BLASST,AR,BLASST,RC,"[53717,12309]",Missing QC,True,11855.0,Epi,2.4227492043937997
"BLASST|AR|[53878,19302]",BLASST,AR,BLASST,RC,"[53878,19302]",Missing QC,True,11430.0,Epi,1.2192580241767401
"BLASST|AR|[53881,16692]",BLASST,AR,BLASST,RC,"[53881,16692]",Missing QC,True,5440.0,Epi,5.444971037388099
"BLASST|AR|[53888,7791]",BLASST,AR,BLASST,RC,"[53888,7791]",Missing QC,True,7065.0,Epi,0.6729810568295114
"BLASST|AR|[53915,15473]",BLASST,AR,BLASST,RC,"[53915,15473]",Missing QC,True,8170.0,Epi,5.523392270380222
"BLASST|AR|[54022,17641]",BLASST,AR,BLASST,RC,"[54022,17641]",Missing QC,True,6515.0,Epi,0.34298257648511454
